@RELATION inclinacao_axial

@ATTRIBUTE angulo_1 NUMERIC
@ATTRIBUTE angulo_2 NUMERIC
@ATTRIBUTE angulo_3 NUMERIC
@ATTRIBUTE angulo_4 NUMERIC
@ATTRIBUTE angulo_5 NUMERIC
@ATTRIBUTE angulo_6 NUMERIC
@ATTRIBUTE angulo_7 NUMERIC
@ATTRIBUTE angulo_8 NUMERIC
@ATTRIBUTE angulo_9 NUMERIC
@ATTRIBUTE angulo_10 NUMERIC
@ATTRIBUTE angulo_11 NUMERIC
@ATTRIBUTE angulo_12 NUMERIC
@ATTRIBUTE angulo_13 NUMERIC
@ATTRIBUTE angulo_14 NUMERIC
@ATTRIBUTE angulo_15 NUMERIC
@ATTRIBUTE angulo_16 NUMERIC
@ATTRIBUTE angulo_17 NUMERIC

@ATTRIBUTE classe {a1,a2,a3,a4,a5,a6,a7,a8,a9,a10}

@DATA
0.0700834789361289,0.0442632498543972,0.029314696175499904,0.021549213744903904,0.021549213744903904,0.025431954960201904,0.0438749757328674,0.07513104251601631,0.13414870898854592,0.09609784507862551,0.07105416423995341,0.0421277421859833,0.0361094933022714,0.052028732284993204,0.07105416423995341,0.09609784507862551,0.0700834789361289,a1
0.06922060766182299,0.03738441215323646,0.026023778071334214,0.01704095112285337,0.011492734478203434,0.023381770145310437,0.04240422721268164,0.07239101717305152,0.13989431968295904,0.09101717305151916,0.07503302509907529,0.049801849405548215,0.05099075297225892,0.058652575957727875,0.07503302509907529,0.09101717305151916,0.06922060766182299,a1
0.05674594893372213,0.04442777455033587,0.038731182916993324,0.036774037078607325,0.03630308123565277,0.049963620776202915,0.06439968640545068,0.07873986880918674,0.08989052391722457,0.07907264000360972,0.06715773918634622,0.05295292133627375,0.04604368890969492,0.05582095781702096,0.06715773918634622,0.07907264000360972,0.05674594893372213,a2
0.06582049507380333,0.06157952643436012,0.05843326816543638,0.056971816033508614,0.05628520927718784,0.06496568344946822,0.0719834111395742,0.07709573614446869,0.07815184211905044,0.06350974623124585,0.05122803340934723,0.039122797826021016,0.03310878443029563,0.04118537555183605,0.05122803340934723,0.06350974623124585,0.06582049507380333,a2
0.0397571752561195,0.036091342770000784,0.03620864940955658,0.03979627746930476,0.045632282787205755,0.06951395949010714,0.09532142019238289,0.11421756471416282,0.1274243372174865,0.08550676468288106,0.05281731445999844,0.02805583796042856,0.02021584421678267,0.03135997497458356,0.05281731445999844,0.08550676468288106,0.0397571752561195,a3
0.032982673267326734,0.027568069306930693,0.02719678217821782,0.030352722772277227,0.0370049504950495,0.06577970297029703,0.10040222772277228,0.12930074257425742,0.1485148514851485,0.0906559405940594,0.05334158415841584,0.02827970297029703,0.020266089108910892,0.031373762376237624,0.05334158415841584,0.0906559405940594,0.032982673267326734,a3
0.08306873766412083,0.08950484853685746,0.08714494121685402,0.07989358963357075,0.0690809233673732,0.07315712692010641,0.07856346005320518,0.0807088303441174,0.0717840899339226,0.04492405389170171,0.029262850768042564,0.01905088818330044,0.015489573500386166,0.02111044366257616,0.029262850768042564,0.04492405389170171,0.08306873766412083,a4
0.07467515726513355,0.07548726410229968,0.07325719294627205,0.06911931525213984,0.06267402289367846,0.06667010415592452,0.07109157471382901,0.07570640404248737,0.07948334536454574,0.056409198721253995,0.041275652263586676,0.028462411054965452,0.023087037228008662,0.030241311745900792,0.041275652263586676,0.056409198721253995,0.07467515726513355,a4
0.04783354783354783,0.03507078507078507,0.02498927498927499,0.019197769197769197,0.015444015444015444,0.03485628485628486,0.06424281424281424,0.09813384813384814,0.13438438438438438,0.10338910338910338,0.07164307164307164,0.045903045903045905,0.033783783783783786,0.04826254826254826,0.07164307164307164,0.10338910338910338,0.04783354783354783,a5
0.07216768373573892,0.05704430883523481,0.040328999734677635,0.02865481560095516,0.020827805784027594,0.03064473335102149,0.05478906871849297,0.09074024940302468,0.12907933138763597,0.092730167153091,0.05969753250198992,0.034624568851154156,0.025470947200849033,0.038604404351286814,0.05969753250198992,0.092730167153091,0.07216768373573892,a5
